Date of Crash,Crash Severity,Crashes
03/26/2021,Property Damage Only,96
03/26/2021,Major Injury,4
03/26/2021,Possible/Unknown,20
03/26/2021,Minor Injury,10
03/27/2021,Major Injury,2
03/27/2021,Possible/Unknown,12
03/27/2021,Property Damage Only,66
03/27/2021,Minor Injury,15
03/28/2021,Property Damage Only,72
03/28/2021,Possible/Unknown,15
03/28/2021,Major Injury,3
03/28/2021,Minor Injury,11
03/29/2021,Possible/Unknown,24
03/29/2021,Minor Injury,7
03/29/2021,Fatal,2
03/29/2021,Major Injury,4
03/29/2021,Property Damage Only,102
03/30/2021,Property Damage Only,96
03/30/2021,Possible/Unknown,16
03/30/2021,Minor Injury,7
03/30/2021,Major Injury,5
03/31/2021,Minor Injury,3
03/31/2021,Possible/Unknown,20
03/31/2021,Property Damage Only,97
03/31/2021,Major Injury,2
04/01/2021,Minor Injury,14
04/01/2021,Fatal,1
04/01/2021,Property Damage Only,102
04/01/2021,Major Injury,5
04/01/2021,Possible/Unknown,21
04/02/2021,Minor Injury,11
04/02/2021,Property Damage Only,98
04/02/2021,Fatal,2
04/02/2021,Major Injury,5
04/02/2021,Possible/Unknown,30
04/03/2021,Major Injury,6
04/03/2021,Possible/Unknown,20
04/03/2021,Property Damage Only,63
04/03/2021,Fatal,4
04/03/2021,Minor Injury,21
04/04/2021,Property Damage Only,61
04/04/2021,Possible/Unknown,16
04/04/2021,Minor Injury,9
04/04/2021,Major Injury,5
04/04/2021,Fatal,1
04/05/2021,Possible/Unknown,24
04/05/2021,Minor Injury,16
04/05/2021,Fatal,1
04/05/2021,Property Damage Only,90
04/05/2021,Major Injury,4
04/06/2021,Major Injury,3
04/06/2021,Minor Injury,18
04/06/2021,Property Damage Only,92
04/06/2021,Possible/Unknown,18
04/07/2021,Fatal,2
04/07/2021,Major Injury,4
04/07/2021,Possible/Unknown,31
04/07/2021,Minor Injury,13
04/07/2021,Property Damage Only,94
04/08/2021,Major Injury,1
04/08/2021,Minor Injury,14
04/08/2021,Possible/Unknown,25
04/08/2021,Property Damage Only,91
04/09/2021,Property Damage Only,101
04/09/2021,Major Injury,2
04/09/2021,Fatal,1
04/09/2021,Possible/Unknown,21
04/09/2021,Minor Injury,10
04/10/2021,Possible/Unknown,22
04/10/2021,Property Damage Only,73
04/10/2021,Major Injury,3
04/10/2021,Minor Injury,7
04/11/2021,Fatal,2
04/11/2021,Property Damage Only,58
04/11/2021,Minor Injury,9
04/11/2021,Major Injury,1
04/11/2021,Possible/Unknown,17
04/12/2021,Fatal,1
04/12/2021,Property Damage Only,89
04/12/2021,Minor Injury,11
04/12/2021,Major Injury,3
04/12/2021,Possible/Unknown,30
04/13/2021,Possible/Unknown,18
04/13/2021,Property Damage Only,80
04/13/2021,Minor Injury,10
04/13/2021,Major Injury,1
04/14/2021,Minor Injury,11
04/14/2021,Property Damage Only,86
04/14/2021,Possible/Unknown,20
04/15/2021,Minor Injury,5
04/15/2021,Possible/Unknown,28
04/15/2021,Major Injury,2
04/15/2021,Property Damage Only,90
04/16/2021,Property Damage Only,126
04/16/2021,Major Injury,3
04/16/2021,Possible/Unknown,21
04/16/2021,Minor Injury,13
04/17/2021,Property Damage Only,73
04/17/2021,Possible/Unknown,27
04/17/2021,Minor Injury,11
04/17/2021,Major Injury,6
04/18/2021,Property Damage Only,55
04/18/2021,Minor Injury,11
04/18/2021,Fatal,1
04/18/2021,Possible/Unknown,24
04/18/2021,Major Injury,7
04/19/2021,Fatal,1
04/19/2021,Major Injury,1
04/19/2021,Possible/Unknown,18
04/19/2021,Property Damage Only,87
04/19/2021,Minor Injury,6
04/20/2021,Property Damage Only,79
04/20/2021,Major Injury,4
04/20/2021,Possible/Unknown,11
04/20/2021,Minor Injury,4
04/21/2021,Major Injury,2
04/21/2021,Property Damage Only,82
04/21/2021,Fatal,2
04/21/2021,Minor Injury,12
04/21/2021,Possible/Unknown,20
04/22/2021,Minor Injury,6
04/22/2021,Property Damage Only,88
04/22/2021,Possible/Unknown,24
04/22/2021,Major Injury,3
04/23/2021,Possible/Unknown,22
04/23/2021,Minor Injury,13
04/23/2021,Property Damage Only,94
04/23/2021,Major Injury,5
04/24/2021,Minor Injury,18
04/24/2021,Major Injury,3
04/24/2021,Property Damage Only,86
04/24/2021,Possible/Unknown,20
04/24/2021,Fatal,1
04/25/2021,Minor Injury,9
04/25/2021,Major Injury,2
04/25/2021,Property Damage Only,79
04/25/2021,Possible/Unknown,17
04/26/2021,Possible/Unknown,29
04/26/2021,Property Damage Only,101
04/26/2021,Minor Injury,8
04/26/2021,Major Injury,3
04/26/2021,Fatal,3
04/27/2021,Fatal,1
04/27/2021,Possible/Unknown,17
04/27/2021,Major Injury,5
04/27/2021,Minor Injury,22
04/27/2021,Property Damage Only,82
04/28/2021,Major Injury,5
04/28/2021,Property Damage Only,73
04/28/2021,Minor Injury,12
04/28/2021,Fatal,3
04/28/2021,Possible/Unknown,23
04/29/2021,Property Damage Only,88
04/29/2021,Possible/Unknown,19
04/29/2021,Minor Injury,16
04/29/2021,Major Injury,13
04/30/2021,Property Damage Only,108
04/30/2021,Minor Injury,19
04/30/2021,Fatal,1
04/30/2021,Major Injury,2
04/30/2021,Possible/Unknown,27
05/01/2021,Fatal,5
05/01/2021,Major Injury,5
05/01/2021,Property Damage Only,96
05/01/2021,Minor Injury,23
05/01/2021,Possible/Unknown,22
05/02/2021,Possible/Unknown,16
05/02/2021,Fatal,1
05/02/2021,Minor Injury,15
05/02/2021,Major Injury,8
05/02/2021,Property Damage Only,74
05/03/2021,Minor Injury,13
05/03/2021,Property Damage Only,109
05/03/2021,Major Injury,3
05/03/2021,Possible/Unknown,23
05/04/2021,Major Injury,3
05/04/2021,Minor Injury,14
05/04/2021,Possible/Unknown,22
05/04/2021,Property Damage Only,99
05/04/2021,Fatal,4
05/05/2021,Fatal,1
05/05/2021,Possible/Unknown,20
05/05/2021,Property Damage Only,87
05/05/2021,Minor Injury,16
05/05/2021,Major Injury,3
05/06/2021,Minor Injury,9
05/06/2021,Property Damage Only,97
05/06/2021,Possible/Unknown,29
05/07/2021,Major Injury,5
05/07/2021,Minor Injury,22
05/07/2021,Possible/Unknown,35
05/07/2021,Property Damage Only,134
05/08/2021,Major Injury,2
05/08/2021,Possible/Unknown,16
05/08/2021,Minor Injury,14
05/08/2021,Fatal,1
05/08/2021,Property Damage Only,91
05/09/2021,Property Damage Only,86
05/09/2021,Possible/Unknown,27
05/09/2021,Minor Injury,13
05/09/2021,Major Injury,2
05/10/2021,Major Injury,2
05/10/2021,Property Damage Only,92
05/10/2021,Possible/Unknown,31
05/10/2021,Fatal,1
05/10/2021,Minor Injury,11
05/11/2021,Minor Injury,17
05/11/2021,Possible/Unknown,23
05/11/2021,Fatal,1
05/11/2021,Property Damage Only,97
05/11/2021,Major Injury,3
05/12/2021,Fatal,1
05/12/2021,Minor Injury,15
05/12/2021,Major Injury,5
05/12/2021,Possible/Unknown,26
05/12/2021,Property Damage Only,103
05/13/2021,Major Injury,5
05/13/2021,Property Damage Only,88
05/13/2021,Fatal,2
05/13/2021,Possible/Unknown,26
05/13/2021,Minor Injury,11
05/14/2021,Major Injury,5
05/14/2021,Possible/Unknown,35
05/14/2021,Fatal,1
05/14/2021,Minor Injury,22
05/14/2021,Property Damage Only,112
05/15/2021,Minor Injury,21
05/15/2021,Possible/Unknown,28
05/15/2021,Property Damage Only,89
05/15/2021,Major Injury,5
05/15/2021,Fatal,2
05/16/2021,Possible/Unknown,21
05/16/2021,Major Injury,4
05/16/2021,Property Damage Only,58
05/16/2021,Minor Injury,11
05/16/2021,Fatal,2
05/17/2021,Minor Injury,14
05/17/2021,Property Damage Only,92
05/17/2021,Major Injury,2
05/17/2021,Possible/Unknown,25
05/18/2021,Possible/Unknown,26
05/18/2021,Minor Injury,14
05/18/2021,Property Damage Only,113
05/18/2021,Major Injury,3
05/19/2021,Major Injury,2
05/19/2021,Possible/Unknown,23
05/19/2021,Minor Injury,15
05/19/2021,Fatal,2
05/19/2021,Property Damage Only,102
05/20/2021,Major Injury,4
05/20/2021,Property Damage Only,106
05/20/2021,Minor Injury,13
05/20/2021,Possible/Unknown,28
05/21/2021,Property Damage Only,134
05/21/2021,Major Injury,6
05/21/2021,Minor Injury,28
05/21/2021,Possible/Unknown,44
05/22/2021,Minor Injury,17
05/22/2021,Possible/Unknown,17
05/22/2021,Property Damage Only,97
05/22/2021,Major Injury,3
05/23/2021,Property Damage Only,81
05/23/2021,Major Injury,4
05/23/2021,Minor Injury,17
05/23/2021,Fatal,1
05/23/2021,Possible/Unknown,16
05/24/2021,Fatal,3
05/24/2021,Property Damage Only,83
05/24/2021,Possible/Unknown,37
05/24/2021,Minor Injury,16
05/24/2021,Major Injury,2
05/25/2021,Possible/Unknown,29
05/25/2021,Property Damage Only,113
05/25/2021,Minor Injury,14
05/25/2021,Fatal,2
05/25/2021,Major Injury,2
05/26/2021,Fatal,1
05/26/2021,Minor Injury,21
05/26/2021,Property Damage Only,112
05/26/2021,Major Injury,7
05/26/2021,Possible/Unknown,29
05/27/2021,Minor Injury,13
05/27/2021,Fatal,3
05/27/2021,Possible/Unknown,22
05/27/2021,Property Damage Only,93
05/28/2021,Property Damage Only,119
05/28/2021,Possible/Unknown,27
05/28/2021,Fatal,2
05/28/2021,Major Injury,6
05/28/2021,Minor Injury,8
05/29/2021,Minor Injury,13
05/29/2021,Property Damage Only,133
05/29/2021,Major Injury,1
05/29/2021,Possible/Unknown,20
05/30/2021,Major Injury,5
05/30/2021,Minor Injury,9
05/30/2021,Property Damage Only,69
05/30/2021,Possible/Unknown,11
05/31/2021,Fatal,2
05/31/2021,Major Injury,6
05/31/2021,Property Damage Only,82
05/31/2021,Minor Injury,8
05/31/2021,Possible/Unknown,15
06/01/2021,Fatal,2
06/01/2021,Possible/Unknown,21
06/01/2021,Major Injury,3
06/01/2021,Minor Injury,16
06/01/2021,Property Damage Only,115
06/02/2021,Fatal,3
06/02/2021,Possible/Unknown,22
06/02/2021,Property Damage Only,114
06/02/2021,Major Injury,3
06/02/2021,Minor Injury,14
06/03/2021,Fatal,1
06/03/2021,Minor Injury,15
06/03/2021,Possible/Unknown,19
06/03/2021,Property Damage Only,120
06/03/2021,Major Injury,1
06/04/2021,Major Injury,4
06/04/2021,Minor Injury,16
06/04/2021,Possible/Unknown,33
06/04/2021,Property Damage Only,116
06/04/2021,Fatal,2
06/05/2021,Major Injury,7
06/05/2021,Possible/Unknown,23
06/05/2021,Property Damage Only,103
06/05/2021,Minor Injury,21
06/05/2021,Fatal,2
06/06/2021,Fatal,1
06/06/2021,Property Damage Only,86
06/06/2021,Minor Injury,30
06/06/2021,Possible/Unknown,18
06/06/2021,Major Injury,5
06/07/2021,Property Damage Only,131
06/07/2021,Possible/Unknown,19
06/07/2021,Minor Injury,18
06/08/2021,Possible/Unknown,14
06/08/2021,Fatal,1
06/08/2021,Property Damage Only,105
06/08/2021,Minor Injury,21
06/08/2021,Major Injury,4
06/09/2021,Major Injury,2
06/09/2021,Possible/Unknown,25
06/09/2021,Minor Injury,19
06/09/2021,Property Damage Only,115
06/10/2021,Major Injury,3
06/10/2021,Possible/Unknown,25
06/10/2021,Minor Injury,22
06/10/2021,Property Damage Only,112
06/10/2021,Fatal,1
06/11/2021,Possible/Unknown,29
06/11/2021,Major Injury,3
06/11/2021,Minor Injury,22
06/11/2021,Property Damage Only,120
06/11/2021,Fatal,1
06/12/2021,Property Damage Only,114
06/12/2021,Fatal,2
06/12/2021,Minor Injury,16
06/12/2021,Possible/Unknown,31
06/12/2021,Major Injury,10
06/13/2021,Major Injury,5
06/13/2021,Minor Injury,14
06/13/2021,Possible/Unknown,26
06/13/2021,Property Damage Only,79
06/14/2021,Fatal,1
06/14/2021,Possible/Unknown,27
06/14/2021,Minor Injury,13
06/14/2021,Property Damage Only,115
06/15/2021,Fatal,2
06/15/2021,Property Damage Only,118
06/15/2021,Major Injury,8
06/15/2021,Possible/Unknown,21
06/15/2021,Minor Injury,19
06/16/2021,Property Damage Only,117
06/16/2021,Fatal,1
06/16/2021,Major Injury,3
06/16/2021,Minor Injury,23
06/16/2021,Possible/Unknown,22
06/17/2021,Fatal,1
06/17/2021,Minor Injury,22
06/17/2021,Major Injury,5
06/17/2021,Property Damage Only,113
06/17/2021,Possible/Unknown,26
06/18/2021,Fatal,1
06/18/2021,Possible/Unknown,24
06/18/2021,Major Injury,5
06/18/2021,Property Damage Only,131
06/18/2021,Minor Injury,20
06/19/2021,Possible/Unknown,16
06/19/2021,Minor Injury,27
06/19/2021,Property Damage Only,116
06/19/2021,Major Injury,3
06/20/2021,Property Damage Only,92
06/20/2021,Possible/Unknown,16
06/20/2021,Minor Injury,15
06/20/2021,Major Injury,4
06/21/2021,Minor Injury,13
06/21/2021,Fatal,3
06/21/2021,Property Damage Only,109
06/21/2021,Possible/Unknown,32
06/21/2021,Major Injury,4
06/22/2021,Property Damage Only,115
06/22/2021,Possible/Unknown,38
06/22/2021,Minor Injury,22
06/22/2021,Major Injury,4
06/22/2021,Fatal,1
06/23/2021,Minor Injury,25
06/23/2021,Major Injury,5
06/23/2021,Possible/Unknown,19
06/23/2021,Property Damage Only,94
06/23/2021,Fatal,1
06/24/2021,Possible/Unknown,32
06/24/2021,Property Damage Only,94
06/24/2021,Minor Injury,16
06/24/2021,Major Injury,2
06/25/2021,Possible/Unknown,35
06/25/2021,Minor Injury,16
06/25/2021,Fatal,1
06/25/2021,Property Damage Only,131
06/25/2021,Major Injury,8
06/26/2021,Property Damage Only,96
06/26/2021,Possible/Unknown,28
06/26/2021,Major Injury,3
06/26/2021,Minor Injury,15
06/27/2021,Possible/Unknown,21
06/27/2021,Property Damage Only,83
06/27/2021,Fatal,2
06/27/2021,Minor Injury,12
06/27/2021,Major Injury,1
06/28/2021,Property Damage Only,103
06/28/2021,Minor Injury,16
06/28/2021,Major Injury,4
06/28/2021,Possible/Unknown,28
06/29/2021,Possible/Unknown,17
06/29/2021,Major Injury,4
06/29/2021,Property Damage Only,88
06/29/2021,Minor Injury,13
06/30/2021,Fatal,2
06/30/2021,Property Damage Only,93
06/30/2021,Major Injury,7
06/30/2021,Minor Injury,20
06/30/2021,Possible/Unknown,25
07/01/2021,Possible/Unknown,17
07/01/2021,Minor Injury,24
07/01/2021,Property Damage Only,108
07/01/2021,Major Injury,4
07/01/2021,Fatal,1
07/02/2021,Minor Injury,30
07/02/2021,Possible/Unknown,29
07/02/2021,Major Injury,4
07/02/2021,Fatal,2
07/02/2021,Property Damage Only,130
07/03/2021,Fatal,3
07/03/2021,Major Injury,3
07/03/2021,Property Damage Only,85
07/03/2021,Possible/Unknown,27
07/03/2021,Minor Injury,20
07/04/2021,Major Injury,10
07/04/2021,Property Damage Only,87
07/04/2021,Minor Injury,25
07/04/2021,Possible/Unknown,17
07/05/2021,Major Injury,4
07/05/2021,Minor Injury,15
07/05/2021,Property Damage Only,71
07/05/2021,Fatal,2
07/05/2021,Possible/Unknown,16
07/06/2021,Fatal,1
07/06/2021,Minor Injury,17
07/06/2021,Property Damage Only,123
07/06/2021,Possible/Unknown,28
07/06/2021,Major Injury,3
07/07/2021,Major Injury,5
07/07/2021,Property Damage Only,106
07/07/2021,Possible/Unknown,24
07/07/2021,Minor Injury,16
07/07/2021,Fatal,1
07/08/2021,Possible/Unknown,17
07/08/2021,Property Damage Only,90
07/08/2021,Minor Injury,16
07/08/2021,Major Injury,4
07/09/2021,Possible/Unknown,25
07/09/2021,Minor Injury,16
07/09/2021,Property Damage Only,118
07/09/2021,Major Injury,5
07/09/2021,Fatal,3
07/10/2021,Major Injury,5
07/10/2021,Fatal,1
07/10/2021,Minor Injury,16
07/10/2021,Possible/Unknown,22
07/10/2021,Property Damage Only,79
07/11/2021,Major Injury,3
07/11/2021,Minor Injury,17
07/11/2021,Fatal,1
07/11/2021,Property Damage Only,72
07/11/2021,Possible/Unknown,9
07/12/2021,Possible/Unknown,21
07/12/2021,Minor Injury,15
07/12/2021,Property Damage Only,85
07/13/2021,Possible/Unknown,25
07/13/2021,Minor Injury,14
07/13/2021,Major Injury,3
07/13/2021,Property Damage Only,113
07/14/2021,Property Damage Only,85
07/14/2021,Major Injury,1
07/14/2021,Fatal,1
07/14/2021,Minor Injury,16
07/14/2021,Possible/Unknown,26
07/15/2021,Property Damage Only,99
07/15/2021,Possible/Unknown,21
07/15/2021,Major Injury,6
07/15/2021,Minor Injury,17
07/16/2021,Possible/Unknown,30
07/16/2021,Minor Injury,19
07/16/2021,Major Injury,4
07/16/2021,Fatal,1
07/16/2021,Property Damage Only,111
07/17/2021,Possible/Unknown,15
07/17/2021,Major Injury,1
07/17/2021,Minor Injury,13
07/17/2021,Property Damage Only,88
07/18/2021,Major Injury,3
07/18/2021,Possible/Unknown,13
07/18/2021,Property Damage Only,69
07/18/2021,Minor Injury,10
07/18/2021,Fatal,1
07/19/2021,Property Damage Only,88
07/19/2021,Major Injury,3
07/19/2021,Fatal,1
07/19/2021,Minor Injury,12
07/19/2021,Possible/Unknown,29
07/20/2021,Possible/Unknown,27
07/20/2021,Major Injury,5
07/20/2021,Minor Injury,14
07/20/2021,Property Damage Only,76
07/21/2021,Possible/Unknown,24
07/21/2021,Property Damage Only,104
07/21/2021,Major Injury,1
07/21/2021,Fatal,1
07/21/2021,Minor Injury,16
07/22/2021,Major Injury,7
07/22/2021,Property Damage Only,94
07/22/2021,Possible/Unknown,25
07/22/2021,Minor Injury,15
07/22/2021,Fatal,1
07/23/2021,Property Damage Only,112
07/23/2021,Possible/Unknown,28
07/23/2021,Major Injury,3
07/23/2021,Fatal,1
07/23/2021,Minor Injury,15
07/24/2021,Property Damage Only,86
07/24/2021,Fatal,4
07/24/2021,Possible/Unknown,18
07/24/2021,Minor Injury,15
07/24/2021,Major Injury,6
07/25/2021,Fatal,1
07/25/2021,Possible/Unknown,11
07/25/2021,Major Injury,5
07/25/2021,Minor Injury,17
07/25/2021,Property Damage Only,79
07/26/2021,Property Damage Only,77
07/26/2021,Fatal,1
07/26/2021,Minor Injury,14
07/26/2021,Major Injury,3
07/26/2021,Possible/Unknown,30
07/27/2021,Fatal,1
07/27/2021,Major Injury,6
07/27/2021,Possible/Unknown,12
07/27/2021,Minor Injury,24
07/27/2021,Property Damage Only,83
07/28/2021,Minor Injury,13
07/28/2021,Possible/Unknown,18
07/28/2021,Property Damage Only,90
07/28/2021,Major Injury,3
07/29/2021,Major Injury,4
07/29/2021,Property Damage Only,79
07/29/2021,Possible/Unknown,22
07/29/2021,Fatal,1
07/29/2021,Minor Injury,15
07/30/2021,Minor Injury,19
07/30/2021,Major Injury,5
07/30/2021,Possible/Unknown,20
07/30/2021,Property Damage Only,104
07/31/2021,Property Damage Only,84
07/31/2021,Possible/Unknown,19
07/31/2021,Fatal,1
07/31/2021,Minor Injury,15
07/31/2021,Major Injury,3
08/01/2021,Minor Injury,16
08/01/2021,Possible/Unknown,13
08/01/2021,Fatal,2
08/01/2021,Property Damage Only,60
08/01/2021,Major Injury,6
08/02/2021,Fatal,1
08/02/2021,Property Damage Only,84
08/02/2021,Possible/Unknown,21
08/02/2021,Major Injury,4
08/02/2021,Minor Injury,18
08/03/2021,Possible/Unknown,23
08/03/2021,Minor Injury,19
08/03/2021,Fatal,1
08/03/2021,Property Damage Only,80
08/04/2021,Property Damage Only,89
08/04/2021,Possible/Unknown,29
08/04/2021,Major Injury,2
08/04/2021,Minor Injury,18
08/04/2021,Fatal,3
08/05/2021,Minor Injury,24
08/05/2021,Possible/Unknown,23
08/05/2021,Major Injury,8
08/05/2021,Fatal,1
08/05/2021,Property Damage Only,85
08/06/2021,Fatal,3
08/06/2021,Possible/Unknown,25
08/06/2021,Major Injury,2
08/06/2021,Property Damage Only,125
08/06/2021,Minor Injury,16
08/07/2021,Property Damage Only,90
08/07/2021,Possible/Unknown,20
08/07/2021,Major Injury,6
08/07/2021,Minor Injury,20
08/08/2021,Property Damage Only,69
08/08/2021,Major Injury,4
08/08/2021,Possible/Unknown,12
08/08/2021,Minor Injury,16
08/09/2021,Property Damage Only,89
08/09/2021,Minor Injury,19
08/09/2021,Possible/Unknown,18
08/10/2021,Minor Injury,15
08/10/2021,Fatal,1
08/10/2021,Property Damage Only,96
08/10/2021,Possible/Unknown,16
08/10/2021,Major Injury,4
08/11/2021,Property Damage Only,79
08/11/2021,Minor Injury,11
08/11/2021,Possible/Unknown,28
08/11/2021,Major Injury,5
08/11/2021,Fatal,1
08/12/2021,Possible/Unknown,20
08/12/2021,Property Damage Only,88
08/12/2021,Major Injury,3
08/12/2021,Fatal,3
08/12/2021,Minor Injury,15
08/13/2021,Major Injury,9
08/13/2021,Possible/Unknown,43
08/13/2021,Minor Injury,16
08/13/2021,Fatal,1
08/13/2021,Property Damage Only,110
08/14/2021,Major Injury,4
08/14/2021,Property Damage Only,87
08/14/2021,Fatal,2
08/14/2021,Possible/Unknown,26
08/14/2021,Minor Injury,19
08/15/2021,Minor Injury,14
08/15/2021,Property Damage Only,73
08/15/2021,Major Injury,6
08/15/2021,Possible/Unknown,19
08/15/2021,Fatal,3
08/16/2021,Property Damage Only,88
08/16/2021,Major Injury,4
08/16/2021,Minor Injury,15
08/16/2021,Possible/Unknown,29
08/17/2021,Minor Injury,13
08/17/2021,Major Injury,6
08/17/2021,Property Damage Only,90
08/17/2021,Possible/Unknown,21
08/18/2021,Property Damage Only,95
08/18/2021,Fatal,3
08/18/2021,Possible/Unknown,19
08/18/2021,Minor Injury,15
08/18/2021,Major Injury,1
08/19/2021,Fatal,3
08/19/2021,Property Damage Only,93
08/19/2021,Possible/Unknown,23
08/19/2021,Minor Injury,19
08/19/2021,Major Injury,1
08/20/2021,Major Injury,5
08/20/2021,Fatal,1
08/20/2021,Possible/Unknown,27
08/20/2021,Minor Injury,20
08/20/2021,Property Damage Only,114
08/21/2021,Fatal,1
08/21/2021,Minor Injury,20
08/21/2021,Possible/Unknown,20
08/21/2021,Major Injury,7
08/21/2021,Property Damage Only,90
08/22/2021,Major Injury,6
08/22/2021,Property Damage Only,77
08/22/2021,Possible/Unknown,21
08/22/2021,Fatal,3
08/22/2021,Minor Injury,13
08/23/2021,Property Damage Only,130
08/23/2021,Major Injury,3
08/23/2021,Fatal,1
08/23/2021,Possible/Unknown,27
08/23/2021,Minor Injury,14
08/24/2021,Possible/Unknown,32
08/24/2021,Minor Injury,26
08/24/2021,Major Injury,2
08/24/2021,Property Damage Only,85
08/25/2021,Possible/Unknown,22
08/25/2021,Major Injury,1
08/25/2021,Property Damage Only,110
08/25/2021,Minor Injury,12
08/26/2021,Possible/Unknown,29
08/26/2021,Minor Injury,21
08/26/2021,Major Injury,1
08/26/2021,Property Damage Only,107
08/26/2021,Fatal,1
08/27/2021,Minor Injury,13
08/27/2021,Property Damage Only,129
08/27/2021,Fatal,1
08/27/2021,Possible/Unknown,32
08/27/2021,Major Injury,5
08/28/2021,Property Damage Only,78
08/28/2021,Possible/Unknown,22
08/28/2021,Minor Injury,16
08/28/2021,Major Injury,12
08/28/2021,Fatal,2
